Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
Brazil,"8,928,833",,,,,,,India
,2018,,22.65,22.65,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,34.00,34.00,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,,20.00,20.00,1,,,,India
"950450 - Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,,10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,India
950590 - Other,,20.00,20.00,1,,,,India
950611 - - Skis,,20.00,20.00,1,,,,India
950612 - - Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 - - Other,,20.00,20.00,1,,,,India
950621 - - Sailboards,,20.00,20.00,1,,,,India
950629 - - Other,,20.00,20.00,1,,,,India
"950631 - - Clubs, complete",,20.00,20.00,1,,,,India
950632 - - Balls,,20.00,20.00,1,,,,India
950639 - - Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,India
"950651 - - Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 - - Other,,20.00,20.00,1,,,,India
950661 - - Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 - - Inflatable,,20.00,20.00,1,,,,India
950669 - - Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,20.00,20.00,1,,,,India
950699 - - Other,,20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,,5.00,5.00,4,,,,India
,2017,"1,158,981",22.29,22.29,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","603,765",32.80,32.80,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"1,581",20.00,20.00,1,,,,India
"950450 - Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"16,558",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"5,316",20.00,20.00,1,,,,India
950590 - Other,"1,583",20.00,20.00,1,,,,India
950611 - - Skis,,20.00,20.00,1,,,,India
950612 - - Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 - - Other,,20.00,20.00,1,,,,India
950621 - - Sailboards,,20.00,20.00,1,,,,India
950629 - - Other,,20.00,20.00,1,,,,India
"950631 - - Clubs, complete",,20.00,20.00,1,,,,India
950632 - - Balls,,20.00,20.00,1,,,,India
950639 - - Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,815,20.00,20.00,1,,,,India
"950651 - - Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 - - Other,,20.00,20.00,1,,,,India
950661 - - Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 - - Inflatable,"368,358",20.00,20.00,1,,,,India
950669 - - Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","86,826",20.00,20.00,1,,,,India
950699 - - Other,"73,814",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,365,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,,5.00,5.00,4,,,,India
,2016,"617,838",22.65,22.65,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","312,285",34.00,34.00,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"2,923",20.00,20.00,1,,,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"14,127",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"6,891",20.00,20.00,1,,,,India
950590 - Other,"1,637",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,"2,902",20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,252,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"43,652",20.00,20.00,1,,,,India
950669 -- Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","190,930",20.00,20.00,1,,,,India
950699 -- Other,"41,714",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,525,5.00,5.00,4,,,,India
,2015,"908,149",22.65,22.65,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","261,810",34.00,34.00,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"70,229",20.00,20.00,1,,,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"29,139",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"17,871",20.00,20.00,1,,,,India
950590 - Other,"1,026",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,179,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"128,434",20.00,20.00,1,,,,India
950669 -- Other,"1,180",20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","376,049",20.00,20.00,1,,,,India
950699 -- Other,"21,892",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,60,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,280,5.00,5.00,4,,,,India
,2014,"994,807",22.29,22.29,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","26,244",32.80,32.80,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"104,725",20.00,20.00,1,,,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"3,772",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"24,154",20.00,20.00,1,,,,India
950590 - Other,"5,515",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,786,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"147,700",20.00,20.00,1,,,,India
950669 -- Other,"1,208",20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","669,701",20.00,20.00,1,,,,India
950699 -- Other,"6,883",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,"4,119",20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,,5.00,5.00,4,,,,India
,2013,"497,937",22.29,22.29,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","35,529",32.80,32.80,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,,20.00,20.00,1,,,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"32,238",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"14,704",20.00,20.00,1,,,,India
950590 - Other,"3,628",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"32,098",20.00,20.00,1,,,,India
950669 -- Other,45,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","111,007",20.00,20.00,1,,,,India
950699 -- Other,"33,653",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,246,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,"234,789",5.00,5.00,4,,,,India
,2012,"733,904",22.29,22.29,49,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","31,282",32.80,32.80,15,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"80,824",20.00,20.00,1,,,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,20.00,20.00,1,,,,India
950490 - Other,"1,655",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"27,988",20.00,20.00,1,,,,India
950590 - Other,"12,134",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,"6,336",20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"80,805",20.00,20.00,1,,,,India
950669 -- Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","259,344",20.00,20.00,1,,,,India
950699 -- Other,"94,248",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,"1,738",20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,"137,549",5.00,5.00,4,,,,India
,2011,"265,000",22.55,22.55,51,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,34.00,34.00,15,,,,India
950410 - Video games of a kind used with a television receiver,,20.00,20.00,3,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,"77,000",20.00,20.00,1,,,,India
950490 - Other,"8,000",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"11,000",20.00,20.00,1,,,,India
950590 - Other,"24,000",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"45,000",20.00,20.00,1,,,,India
950669 -- Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","97,000",20.00,20.00,1,,,,India
950699 -- Other,"3,000",20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
950790 - Other,,20.00,20.00,1,,,,India
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,India
950890 - Other,,5.00,5.00,4,,,,India
,2010,"748,000",18.43,18.43,51,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,20.00,20.00,15,,,,India
950410 - Video games of a kind used with a television receiver,,20.00,20.00,3,,,,India
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,20.00,20.00,1,,,,India
950440 - Playing cards,,20.00,20.00,1,,,,India
950490 - Other,"1,000",10.00,10.00,2,,,,India
950510 - Articles for Christmas festivities,"162,000",20.00,20.00,1,,,,India
950590 - Other,"78,000",20.00,20.00,1,,,,India
950611 -- Skis,,20.00,20.00,1,,,,India
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,India
950619 -- Other,,20.00,20.00,1,,,,India
950621 -- Sailboards,,20.00,20.00,1,,,,India
950629 -- Other,,20.00,20.00,1,,,,India
"950631 -- Clubs, complete",,20.00,20.00,1,,,,India
950632 -- Balls,,20.00,20.00,1,,,,India
950639 -- Other,,20.00,20.00,1,,,,India
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,India
950659 -- Other,,20.00,20.00,1,,,,India
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,India
950662 -- Inflatable,"99,000",20.00,20.00,1,,,,India
950669 -- Other,,20.00,20.00,1,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","55,000",20.00,20.00,1,,,,India
950699 -- Other,,20.00,20.00,1,,,,India
950710 - Fishing rods,,20.00,20.00,1,,,,India
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,India
950730 - Fishing reels,,20.00,20.00,1,,,,India
